Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Description
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290723.1,2379003,2378664,-,PF00543,Nitrogen regulatory protein P-II
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_006215073.1,2380322,2378999,-,PF00909,Ammonium Transporter Family
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_051452720.1,2381754,2380584,-,PF00448,"SRP54-type protein, GTPase domain"
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290726.1,2381926,2383153,+,PF07690,Major Facilitator Superfamily
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290727.1,2387141,2383388,-,PF02463,RecF/RecN/SMC N terminal domain
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290728.1,2389182,2387268,-,PF01645,Conserved region in glutamate synthase
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_006215067.1,2389311,2390343,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290729.1,2390339,2393087,+,PF00501,AMP-binding enzyme
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_029643877.1,2393083,2394244,+,PF01370,NAD dependent epimerase/dehydratase family
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290731.1,2394698,2394446,-,PF02604,"Antitoxin Phd_YefM, type II toxin-antitoxin system"
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_006215064.1,2395824,2394885,-,PF01149,Formamidopyrimidine-DNA glycosylase N-terminal domain
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290732.1,2396551,2395825,-,PF14622,Ribonuclease-III-like
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_006215062.1,2396756,2396552,-,PF01783,Ribosomal L32p protein family
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290733.1,2397328,2396758,-,PF02620,"Uncharacterized ACR, COG1399"
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290734.1,2397929,2397386,-,PF01467,Cytidylyltransferase-like
WP_024290729.1,Microbacterium sp. KROCY2,NZ_JAGG01000001.1,WP_024290735.1,2397973,2399233,+,PF00155,Aminotransferase class I and II
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639287.1,287504,288542,+,PF05544,Proline racemase
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639288.1,288635,289700,+,PF12697,Alpha/beta hydrolase family
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639290.1,290286,289707,-,PF02627,Carboxymuconolactone decarboxylase family
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639292.1,290386,290986,+,PF06041,Bacterial protein of unknown function (DUF924)
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091640355.1,291240,291597,+,,
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639293.1,291845,291593,-,,
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639295.1,292009,292495,+,PF00383,Cytidine and deoxycytidylate deaminase zinc-binding region
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639297.1,292738,293635,+,PF01545,Cation efflux family
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639298.1,295218,293589,-,PF00501,AMP-binding enzyme
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639300.1,296183,295214,-,PF00583,Acetyltransferase (GNAT) family
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639302.1,297526,296185,-,,
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639304.1,298645,297547,-,PF11899,Protein of unknown function (DUF3419)
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639306.1,301242,298644,-,PF01326,"Pyruvate phosphate dikinase, PEP/pyruvate binding domain"
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639308.1,302195,301241,-,PF01040,UbiA prenyltransferase family
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639309.1,303435,302160,-,PF00368,Hydroxymethylglutaryl-coenzyme A reductase
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639311.1,304254,307050,+,PF02867,"Ribonucleotide reductase, barrel domain"
WP_091639298.1,Aquisalimonas asiatica,NZ_FOEG01000001.1,WP_091639313.1,307141,308296,+,PF00268,"Ribonucleotide reductase, small chain"
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,Q760_RS10755,0,824,+,,
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_010524051.1,1147,2380,+,,
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_084142733.1,2582,3407,+,PF07702,UTRA domain
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630932.1,3423,3657,+,PF00367,"phosphotransferase system, EIIB"
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630937.1,3733,3964,+,PF00367,"phosphotransferase system, EIIB"
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630940.1,3963,4422,+,PF00358,"phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1"
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_084142734.1,4319,5090,+,PF13419,Haloacid dehalogenase-like hydrolase
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630942.1,6189,5199,-,PF01370,NAD dependent epimerase/dehydratase family
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630946.1,9218,6185,-,PF00501,AMP-binding enzyme
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630949.1,10237,9214,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630951.1,10690,10492,-,,
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630966.1,11625,10836,-,PF03332,Eukaryotic phosphomannomutase
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_052104199.1,12650,11759,-,PF00149,Calcineurin-like phosphoesterase
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_084142735.1,14433,12831,-,PF11380,"Stealth protein CR2, conserved region 2"
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630974.1,14610,15705,+,PF03069,Acetamidase/Formamidase family
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_084142736.1,15820,17137,+,PF01425,Amidase
WP_034630946.1,Cellulomonas cellasea DSM 20118,NZ_AXNT01000080.1,WP_034630954.1,17194,18427,+,PF00266,Aminotransferase class-V
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469523.1,128522,128993,+,PF01467,Cytidylyltransferase-like
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469524.1,129124,129718,+,PF02620,"Uncharacterized ACR, COG1399"
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_012398114.1,129720,129924,+,PF01783,Ribosomal L32p protein family
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469526.1,129925,130630,+,PF14622,Ribonuclease-III-like
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469528.1,130637,131567,+,PF01149,Formamidopyrimidine-DNA glycosylase N-terminal domain
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_018653340.1,131637,133195,+,,
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469530.1,133770,133191,-,PF00440,"Bacterial regulatory proteins, tetR family"
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_082810354.1,135253,133921,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469533.1,137982,135249,-,PF00501,AMP-binding enzyme
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469535.1,139034,138008,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469537.1,139373,143024,+,PF02463,RecF/RecN/SMC N terminal domain
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469538.1,143418,143073,-,,
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469635.1,144675,143487,-,PF07690,Major Facilitator Superfamily
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469541.1,144817,145939,+,PF00448,"SRP54-type protein, GTPase domain"
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469542.1,146181,147534,+,PF00909,Ammonium Transporter Family
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469544.1,147530,147869,+,PF00543,Nitrogen regulatory protein P-II
WP_068469533.1,Kocuria varians,NZ_CZJX01000058.1,WP_068469546.1,148025,149597,+,PF00448,"SRP54-type protein, GTPase domain"
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236368.1,148179,146529,-,PF14403,Circularly permuted ATP-grasp type 2
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236369.1,148237,148933,+,PF02452,"PemK-like, MazF-like toxin of type II toxin-antitoxin system"
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236370.1,149184,149451,+,PF01649,Ribosomal protein S20
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236371.1,150519,149532,-,PF06144,"DNA polymerase III, delta subunit"
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236417.1,152948,150590,-,PF03772,Competence protein
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236372.1,153796,152977,-,PF12836,Helix-hairpin-helix motif
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236373.1,154606,153913,-,PF07884,Vitamin K epoxide reductase family
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236374.1,155636,154643,-,PF01370,NAD dependent epimerase/dehydratase family
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236418.1,158275,155632,-,PF00501,AMP-binding enzyme
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236419.1,159351,158319,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236375.1,160539,159498,-,PF01261,Xylose isomerase-like TIM barrel
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236376.1,160916,161379,+,PF00265,Thymidine kinase
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236377.1,161829,161457,-,,
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236378.1,161983,165505,+,PF00171,Aldehyde dehydrogenase family
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236379.1,165611,166883,+,PF03663,Glycosyl hydrolase family 76
WP_102236418.1,Brachybacterium sp. UMB0905,NZ_PNHL01000007.1,WP_102236380.1,168387,167001,-,PF01704,UTP--glucose-1-phosphate uridylyltransferase
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388509.1,121084,119818,-,PF07730,Histidine kinase
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_083414001.1,121148,121487,+,PF03795,YCII-related domain
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388512.1,122634,121392,-,PF07690,Major Facilitator Superfamily
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388515.1,122657,123248,+,PF00440,"Bacterial regulatory proteins, tetR family"
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388518.1,123365,124259,+,PF00756,Putative esterase
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388521.1,124954,124471,-,PF05618,Putative ATP-dependant zinc protease
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_070418032.1,125018,126212,+,PF08443,RimK-like ATP-grasp domain
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_070419407.1,126301,127375,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388524.1,127371,130086,+,PF00501,AMP-binding enzyme
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388574.1,130082,131069,+,PF01370,NAD dependent epimerase/dehydratase family
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388578.1,131386,131044,-,PF06094,"Gamma-glutamyl cyclotransferase, AIG2-like"
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_070418034.1,131953,131767,-,,
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_070418035.1,132408,131991,-,,
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_092388527.1,133532,132404,-,PF03780,"Asp23 family, cell envelope-related function"
WP_092388524.1,Curtobacterium sp. YR515,NZ_FOOD01000007.1,WP_070418037.1,133781,133607,-,PF05532,CsbD-like
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133903.1,9925,10816,+,PF00005,ABC transporter
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133904.1,10812,11997,+,PF12698,ABC-2 family transporter protein
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133905.1,12337,12133,-,,
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133906.1,12569,14675,+,PF00204,DNA gyrase B
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_067188614.1,14687,15134,+,,
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_067188612.1,15553,15187,-,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133907.1,15640,16669,+,PF13280,WYL domain
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_067188610.1,17718,16653,-,PF01370,NAD dependent epimerase/dehydratase family
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133923.1,20690,17717,-,PF00501,AMP-binding enzyme
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133908.1,21774,20751,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133909.1,21983,23570,+,PF01654,Cytochrome bd terminal oxidase subunit I
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133910.1,23601,24624,+,PF02322,Cytochrome bd terminal oxidase subunit II
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133911.1,24503,28202,+,PF00005,ABC transporter
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133912.1,30896,28304,-,PF00521,"DNA gyrase/topoisomerase IV, subunit A"
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133913.1,30945,33678,+,PF13549,ATP-grasp domain
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133924.1,33812,34430,+,,
WP_087133923.1,Micrococcus lylae,NZ_FUKP01000038.1,WP_087133914.1,34426,35605,+,PF01663,Type I phosphodiesterase / nucleotide pyrophosphatase
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014497.1,544256,543155,-,,
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014498.1,544838,544352,-,PF00293,NUDIX domain
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014499.1,546426,544848,-,PF00448,"SRP54-type protein, GTPase domain"
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_082470080.1,548129,546677,-,PF00909,Ammonium Transporter Family
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014503.1,549394,548290,-,PF00448,"SRP54-type protein, GTPase domain"
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_051687637.1,549487,550771,+,PF07690,Major Facilitator Superfamily
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014506.1,554434,550825,-,PF02463,RecF/RecN/SMC N terminal domain
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014507.1,554671,555703,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_051687822.1,555781,558541,+,PF00501,AMP-binding enzyme
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_082470082.1,558537,559662,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_082470083.1,559838,561611,+,PF02661,Fic/DOC family
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_051687638.1,563514,562059,-,PF13245,AAA domain
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014516.1,565252,563506,-,PF13304,"AAA domain, putative AbiEii toxin, Type IV TA system"
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014518.1,565796,565454,-,,
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014520.1,565917,566142,+,PF13560,Helix-turn-helix domain
WP_051687822.1,Curtobacterium sp. S6,NZ_JHEL01000015.1,WP_030014521.1,568072,566317,-,PF13175,AAA ATPase domain
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_024290722.1,50684,49052,-,PF00448,"SRP54-type protein, GTPase domain"
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_024290723.1,51224,50885,-,PF00543,Nitrogen regulatory protein P-II
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712020.1,52543,51220,-,PF00909,Ammonium Transporter Family
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712021.1,53976,52806,-,PF00448,"SRP54-type protein, GTPase domain"
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712022.1,54148,55375,+,PF07690,Major Facilitator Superfamily
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712023.1,59362,55609,-,PF02463,RecF/RecN/SMC N terminal domain
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712024.1,61403,59489,-,PF01645,Conserved region in glutamate synthase
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_006215067.1,61532,62564,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712025.1,62560,65308,+,PF00501,AMP-binding enzyme
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712026.1,65304,66456,+,PF01370,NAD dependent epimerase/dehydratase family
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712027.1,66910,66658,-,PF02604,"Antitoxin Phd_YefM, type II toxin-antitoxin system"
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712028.1,68122,67183,-,PF01149,Formamidopyrimidine-DNA glycosylase N-terminal domain
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_024290732.1,68849,68123,-,PF14622,Ribonuclease-III-like
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_006215062.1,69054,68850,-,PF01783,Ribosomal L32p protein family
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_082803459.1,69656,69056,-,PF02620,"Uncharacterized ACR, COG1399"
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_061712029.1,70227,69684,-,PF01467,Cytidylyltransferase-like
WP_061712025.1,Kocuria palustris,NZ_CZJR01000058.1,WP_082803460.1,70271,71531,+,PF00155,Aminotransferase class I and II
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240691.1,522005,523049,+,PF13411,MerR HTH family regulatory protein
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240693.1,523140,524610,+,PF14067,LssY C-terminus
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_083532503.1,524727,525213,+,PF10604,Polyketide cyclase / dehydrase and lipid transport
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240920.1,525583,525262,-,PF01047,MarR family
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240695.1,525917,526751,+,,
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240922.1,528863,526931,-,PF00501,AMP-binding enzyme
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240697.1,528988,530323,+,,
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_039212004.1,531322,530356,-,PF01370,NAD dependent epimerase/dehydratase family
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240699.1,534091,531331,-,PF00501,AMP-binding enzyme
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240700.1,535128,534099,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240701.1,536270,535250,-,,
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240703.1,536478,537282,+,PF13561,Enoyl-(Acyl carrier protein) reductase
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240706.1,537903,537333,-,PF01738,Dienelactone hydrolase family
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_083532504.1,539557,537973,-,PF01645,Conserved region in glutamate synthase
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240709.1,540093,539649,-,PF05154,TM2 domain
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240710.1,540272,541592,+,PF07690,Major Facilitator Superfamily
WP_062240699.1,Brevibacterium epidermidis NBRC 14811,NZ_BCSJ01000003.1,WP_062240711.1,541699,542575,+,PF00378,Enoyl-CoA hydratase/isomerase
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_083955929.1,98524,99022,+,PF02620,"Uncharacterized ACR, COG1399"
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701258.1,99037,99241,+,PF01783,Ribosomal L32p protein family
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_083955925.1,99302,100190,+,PF14622,Ribonuclease-III-like
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701261.1,100202,101168,+,PF01149,Formamidopyrimidine-DNA glycosylase N-terminal domain
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701264.1,101323,102265,+,PF01844,HNH endonuclease
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701266.1,103154,102956,-,,
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701269.1,103219,103528,+,,
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_083955930.1,104589,103524,-,PF01370,NAD dependent epimerase/dehydratase family
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701373.1,107338,104596,-,PF00501,AMP-binding enzyme
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701271.1,108357,107331,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701274.1,108610,112213,+,PF02463,RecF/RecN/SMC N terminal domain
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701276.1,112362,113169,+,,
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_083955926.1,113165,114590,+,PF13520,Amino acid permease
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_083955931.1,115889,114599,-,PF07690,Major Facilitator Superfamily
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701279.1,115954,117145,+,PF00448,"SRP54-type protein, GTPase domain"
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701282.1,118130,117161,-,PF00296,Luciferase-like monooxygenase
WP_076701373.1,Tersicoccus phoenicis,NZ_MRDE01000009.1,WP_076701285.1,118271,119078,+,PF01996,F420-0:Gamma-glutamyl ligase
WP_070639306.1,Micrococcus sp. HMSC067E09,NZ_KV809444.1,WP_082739507.1,97249,98908,+,PF04539,Sigma-70 region 3
WP_070639306.1,Micrococcus sp. HMSC067E09,NZ_KV809444.1,WP_067188620.1,99038,99617,+,PF00583,Acetyltransferase (GNAT) family
WP_070639306.1,Micrococcus sp. HMSC067E09,NZ_KV809444.1,WP_067188618.1,100027,99805,-,,
WP_070639306.1,Micrococcus sp. HMSC067E09,NZ_KV809444.1,WP_070639264.1,100240,102346,+,PF00204,DNA gyrase B
WP_070639306.1,Micrococcus sp. HMSC067E09,NZ_KV809444.1,WP_067188614.1,102358,102805,+,,
WP_070639306.1,Micrococcus sp. HMSC067E09,NZ_KV809444.1,WP_067188612.1,103224,102858,-,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
WP_070639306.1,Micrococcus sp. HMSC067E09,NZ_KV809444.1,WP_070639266.1,103311,104340,+,PF13280,WYL domain
WP_070639306.1,Micrococcus sp. HMSC067E09,NZ_KV809444.1,WP_070639268.1,105389,104324,-,PF01370,NAD dependent epimerase/dehydratase family
