query accession,genus/species,nucleotide acc,protein acc,fxn,dir,min,max,PfamID1,description,E-value1,PfamID2,description,E-value2,PfamID3,description,E-value3,custom hmm,custom hmm E-value,custom hmm2,custom hmm2 E-value
WP_067857358.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067857386.1,,rev,201595,202128,PF07098,DUF1360  Protein of unknown function (DUF1360),4.20E-30,PF13006,Nterm_IS4  Insertion element 4 transposase N-terminal,0.011,,,,,,,
WP_067857358.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067857389.1,,fwd,202325,202873,PF08566,Pam17  Mitochondrial import protein Pam17,0.00027,PF09990,DUF2231  Predicted membrane protein (DUF2231),0.001,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817555.1,,fwd,134846,135787,PF04616,Glyco_hydro_43  Glycosyl hydrolases family 43,2.50E-05,PF00251,Glyco_hydro_32N  Glycosyl hydrolases family 32 N-terminal domain,0.013,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817557.1,,fwd,136069,137499,PF00668,Condensation  Condensation domain,4.40E-13,,,,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817558.1,,fwd,137502,138758,PF03033,Glyco_transf_28  Glycosyltransferase family 28 N-terminal domain,4.10E-06,PF00201,UDPGT  UDP-glucoronosyl and UDP-glucosyl transferase,0.0011,PF04101,Glyco_tran_28_C  Glycosyltransferase family 28 C-terminal domain,0.007,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817560.1,,fwd,138755,139717,PF00005,ABC_tran  ABC transporter,1.10E-25,PF13304,AAA_21  AAA domain  putative AbiEii toxin  Type IV TA system,2.60E-12,PF13732,DUF4162  Domain of unknown function (DUF4162),8.50E-08,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063055015.1,,fwd,139747,140571,PF01061,ABC2_membrane  ABC-2 type transporter,4.50E-27,PF12698,ABC2_membrane_3  ABC-2 family transporter protein,1.70E-10,PF10161,DDDD  Putative mitochondrial precursor protein,7.5,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063055016.1,,fwd,140582,141979,NO PFAM MATCH,,,,,,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817566.1,,rev,141984,142382,PF05610,DUF779  Protein of unknown function (DUF779),2.80E-10,,,,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063055017.1,,fwd,142541,143536,PF00296,Bac_luciferase  Luciferase-like monooxygenase,1.20E-39,PF13704,Glyco_tranf_2_4  Glycosyl transferase family 2,0.13,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817570.1,,fwd,143918,144967,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,9.20E-10,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,8.20E-09,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063003270.1,,fwd,144978,145877,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.60E-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00023,PF02861,Clp_N  Clp amino terminal domain  pathogenicity island component,0.15,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063055018.1,,fwd,145874,147532,PF00501,AMP-binding  AMP-binding enzyme,6.50E-66,PF13380,CoA_binding_2  CoA binding domain,0.12,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063055019.1,D,fwd,147529,148572,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,8.60E-38,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,3.50E-27,PF13460,NAD_binding_10  NAD(P)H-binding,4.20E-20,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063055020.1,,fwd,148607,149812,NO PFAM MATCH,,,,,,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063003280.1,,fwd,150290,150628,PF00037,Fer4  4Fe-4S binding domain,1.60E-08,PF13187,Fer4_9  4Fe-4S dicluster domain,2.10E-08,PF14697,Fer4_21  4Fe-4S dicluster domain,1.50E-07,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063003281.1,,rev,150618,151376,PF13563,2_5_RNA_ligase2  2'-5' RNA ligase superfamily,6.10E-06,,,,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817595.1,,fwd,151481,151822,PF13786,DUF4179  Domain of unknown function (DUF4179),0.015,PF16537,T2SSB  Type II secretion system protein B,0.1,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817596.1,,rev,151823,152224,PF12680,SnoaL_2  SnoaL-like domain,2.00E-06,PF14534,DUF4440  Domain of unknown function (DUF4440),0.0011,PF02136,NTF2  Nuclear transport factor 2 (NTF2) domain,0.0045,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063003282.1,,rev,152303,152821,PF07331,TctB  Tripartite tricarboxylate transporter TctB family,1.6,PF11297,DUF3098  Protein of unknown function (DUF3098),7.4,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063055022.1,,fwd,153676,155088,PF00668,Condensation  Condensation domain,2.10E-16,,,,,,,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063055023.1,,fwd,155093,156355,PF03033,Glyco_transf_28  Glycosyltransferase family 28 N-terminal domain,3.70E-06,PF04101,Glyco_tran_28_C  Glycosyltransferase family 28 C-terminal domain,0.0004,PF00201,UDPGT  UDP-glucoronosyl and UDP-glucosyl transferase,0.14,,,,
WP_063055018.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_056817603.1,,fwd,156352,157299,PF00005,ABC_tran  ABC transporter,1.50E-27,PF13304,AAA_21  AAA domain  putative AbiEii toxin  Type IV TA system,1.50E-15,PF13732,DUF4162  Domain of unknown function (DUF4162),1.20E-07,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708101.1,,rev,83703,84533,PF00106,adh_short  short chain dehydrogenase,9.20E-49,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,4.80E-35,PF08659,KR  KR domain,4.40E-12,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708103.1,,rev,84547,86121,PF00171,Aldedh  Aldehyde dehydrogenase family,1.30E-137,,,,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708104.1,,fwd,86269,86967,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,6.40E-10,PF02796,HTH_7  Helix-turn-helix domain of resolvase,0.0004,PF13384,HTH_23  Homeodomain-like domain,0.001,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083911439.1,,rev,86977,87900,PF00106,adh_short  short chain dehydrogenase,1.20E-45,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,2.00E-36,PF08659,KR  KR domain,1.10E-12,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708106.1,,rev,87897,89381,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,5.30E-18,PF00743,FMO-like  Flavin-binding monooxygenase-like,1.80E-14,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,3.40E-12,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083911444.1,,rev,89397,90407,PF00111,Fer2  2Fe-2S iron-sulfur cluster binding domain,1.50E-10,PF00970,FAD_binding_6  Oxidoreductase FAD-binding domain,1.80E-06,PF00175,NAD_binding_1  Oxidoreductase NAD-binding domain,3.00E-06,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708110.1,,rev,90455,91330,PF10118,Metal_hydrol  Predicted metal-dependent hydrolase,4.50E-72,,,,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708111.1,,fwd,91442,92113,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,6.50E-05,,,,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708112.1,,fwd,92545,93594,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,8.20E-12,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.30E-08,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708113.1,,fwd,93606,94508,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,8.10E-05,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,0.00017,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051029430.1,,fwd,94505,96181,PF00501,AMP-binding  AMP-binding enzyme,3.50E-57,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.073,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051029431.1,,fwd,96145,96432,NO PFAM MATCH,,,,,,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051029432.1,D,fwd,96429,97469,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.40E-36,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2.00E-28,PF13460,NAD_binding_10  NAD(P)H-binding,5.80E-22,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708114.1,,fwd,97466,98656,PF09722,DUF2384  Protein of unknown function (DUF2384),0.0019,,,,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083911445.1,MMPL,fwd,98719,100755,PF03176,MMPL  MMPL family,3.50E-65,PF11590,DNAPolymera_Pol  DNA polymerase catalytic subunit Pol,0.013,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051029433.1,,fwd,100813,101637,PF09297,zf-NADH-PPase  NADH pyrophosphatase zinc ribbon domain,0.033,PF13636,Methyltranf_PUA  RNA-binding PUA-like domain of methyltransferase RsmF,0.078,PF03320,FBPase_glpX  Bacterial fructose-1 6-bisphosphatase  glpX-encoded,0.11,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708118.1,,rev,101789,102394,PF01872,RibD_C  RibD C-terminal domain,3.90E-22,,,,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708120.1,,rev,102476,103069,PF14354,Lar_restr_allev  Restriction alleviation protein Lar,0.011,PF12773,DZR  Double zinc ribbon,0.012,PF12760,Zn_Tnp_IS1595  Transposase zinc-ribbon domain,0.015,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040708121.1,,fwd,103422,103811,NO PFAM MATCH,,,,,,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083911440.1,,fwd,103808,104413,PF12079,DUF3558  Protein of unknown function (DUF3558),9.40E-24,PF05481,Myco_19_kDa  Mycobacterium 19 kDa lipoprotein antigen,0.03,,,,,,,
WP_051029430.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051029434.1,,fwd,104483,105427,PF00753,Lactamase_B  Metallo-beta-lactamase superfamily,1.30E-09,PF12706,Lactamase_B_2  Beta-lactamase superfamily domain,0.00055,PF13483,Lactamase_B_3  Beta-lactamase superfamily domain,0.015,,,,
WP_040735961.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051186790.1,,rev,270,1763,PF00743,FMO-like  Flavin-binding monooxygenase-like,1.30E-13,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,3.90E-13,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,2.40E-10,,,,
WP_040735961.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040735955.1,,fwd,2311,3360,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.90E-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1.40E-08,,,,,,,
WP_040735961.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040735959.1,,fwd,3369,4271,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.70E-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.0008,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.15,,,,
WP_040735961.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040735961.1,,fwd,4268,5678,PF00501,AMP-binding  AMP-binding enzyme,1.10E-62,,,,,,,,,,
WP_052313945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_085999621.1,,rev,91,1827,PF13185,GAF_2  GAF domain,3.80E-30,PF01590,GAF  GAF domain,5.20E-19,PF13492,GAF_3  GAF domain,1.10E-12,,,,
WP_052313945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052313946.1,MMPL,rev,2072,4213,PF03176,MMPL  MMPL family,2.20E-78,PF00873,ACR_tran  AcrB/AcrD/AcrF family,3.10E-07,,,,,,,
WP_052313945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043652083.1,,rev,4300,5655,PF03007,WES_acyltransf  Wax ester synthase-like Acyl-CoA acyltransferase domain,1.60E-51,PF06974,DUF1298  Protein of unknown function (DUF1298),5.10E-28,PF00668,Condensation  Condensation domain,0.00026,,,,
WP_052313945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083885111.1,,rev,5682,7163,PF00067,p450  Cytochrome P450,1.70E-82,PF02173,pKID  pKID domain,0.1,,,,,,,
WP_052313945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052313943.1,,fwd,7331,8293,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,2.60E-08,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,5.60E-08,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.0023,,,,
WP_052313945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083885112.1,,fwd,8294,9181,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,8.80E-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.0032,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.045,,,,
WP_052313945.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_052313945.1,,fwd,9151,10887,PF00501,AMP-binding  AMP-binding enzyme,7.20E-53,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.022,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063710004.1,,rev,849,2516,PF01520,Amidase_3  N-acetylmuramoyl-L-alanine amidase,9.40E-29,,,,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051163183.1,,rev,2643,3212,PF04542,Sigma70_r2  Sigma-70 region 2,7.70E-13,PF04545,Sigma70_r4  Sigma-70  region 4,5.00E-10,PF08281,Sigma70_r4_2  Sigma-70  region 4,1.10E-08,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752846.1,,fwd,3423,3827,NO PFAM MATCH,,,,,,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_085995905.1,,fwd,4002,5096,PF01087,GalP_UDP_transf  Galactose-1-phosphate uridyl transferase  N-terminal domain,6.00E-42,PF02744,GalP_UDP_tr_C  Galactose-1-phosphate uridyl transferase  C-terminal domain,8.00E-16,PF16285,DUF4931  Domain of unknown function (DUF4931),0.049,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083905869.1,,fwd,5108,6205,PF10509,GalKase_gal_bdg  Galactokinase galactose-binding signature,1.00E-16,PF08544,GHMP_kinases_C  GHMP kinases C terminal,2.00E-13,PF00288,GHMP_kinases_N  GHMP kinases N terminal domain,1.60E-12,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752848.1,,fwd,6730,6960,PF04149,DUF397  Domain of unknown function (DUF397),3.70E-17,,,,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752849.1,,fwd,7001,7750,PF00106,adh_short  short chain dehydrogenase,3.80E-39,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,2.60E-29,PF08659,KR  KR domain,8.60E-14,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752850.1,,fwd,8086,9135,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.60E-10,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.00E-09,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083905849.1,,fwd,9145,10149,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,6.10E-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,2.20E-05,PF06680,DUF1181  Protein of unknown function (DUF1181),0.011,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752852.1,,fwd,10175,11848,PF00501,AMP-binding  AMP-binding enzyme,7.30E-60,,,,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753138.1,,fwd,11845,12135,NO PFAM MATCH,,,,,,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051163185.1,D,fwd,12135,13175,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,4.50E-38,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,4.00E-30,PF13460,NAD_binding_10  NAD(P)H-binding,8.60E-22,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753140.1,,fwd,13198,14400,NO PFAM MATCH,,,,,,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051163187.1,MMPL,fwd,14397,16547,PF03176,MMPL  MMPL family,1.40E-68,,,,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752856.1,,fwd,16583,16984,PF03061,4HBT  Thioesterase superfamily,6.60E-17,PF13622,4HBT_3  Thioesterase-like superfamily,0.0016,PF14539,DUF4442  Domain of unknown function (DUF4442),0.0029,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752858.1,,fwd,17150,18208,PF13483,Lactamase_B_3  Beta-lactamase superfamily domain,2.40E-05,PF00753,Lactamase_B  Metallo-beta-lactamase superfamily,0.00035,PF12706,Lactamase_B_2  Beta-lactamase superfamily domain,0.007,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752860.1,,rev,18198,19112,PF00107,ADH_zinc_N  Zinc-binding dehydrogenase,1.10E-15,PF13602,ADH_zinc_N_2  Zinc-binding dehydrogenase,5.10E-15,PF08240,ADH_N  Alcohol dehydrogenase GroES-like domain,0.11,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083905850.1,,fwd,19203,19922,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,4.00E-13,,,,,,,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752864.1,,fwd,20038,21099,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2.50E-42,PF16363,GDP_Man_Dehyd  GDP-mannose 4 6 dehydratase,7.20E-32,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.20E-14,,,,
WP_040752852.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040752866.1,,rev,21106,22128,PF02518,HATPase_c  Histidine kinase-  DNA gyrase B-  and HSP90-like ATPase,7.90E-17,PF00512,HisKA  His Kinase A (phospho-acceptor) domain,1.00E-14,PF13581,HATPase_c_2  Histidine kinase-like ATPase domain,0.0076,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753417.1,,rev,113698,114231,PF11343,DUF3145  Protein of unknown function (DUF3145),9.80E-72,,,,,,,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753419.1,,rev,114329,115162,PF00144,Beta-lactamase  Beta-lactamase,2.80E-33,PF13354,Beta-lactamase2  Beta-lactamase enzyme family,0.0072,PF00768,Peptidase_S11  D-alanyl-D-alanine carboxypeptidase,0.058,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753420.1,,fwd,115466,116656,PF00144,Beta-lactamase  Beta-lactamase,1.00E-59,PF10399,UCR_Fe-S_N  Ubiquitinol-cytochrome C reductase Fe-S subunit TAT signal,0.55,,,,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753422.1,,rev,116810,117391,PF12867,DinB_2  DinB superfamily,4.00E-05,PF11716,MDMPI_N  Mycothiol maleylpyruvate isomerase N-terminal domain,0.045,PF05627,AvrRpt-cleavage  Cleavage site for pathogenic type III effector avirulence factor Avr,0.06,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_083905889.1,,rev,117471,118535,PF01636,APH  Phosphotransferase enzyme family,3.40E-37,PF02958,EcKinase  Ecdysteroid kinase,7.10E-08,PF07914,DUF1679  Protein of unknown function (DUF1679),0.0069,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753839.1,,fwd,118670,120790,PF00425,Chorismate_bind  chorismate binding enzyme,1.40E-93,PF00117,GATase  Glutamine amidotransferase class-I,1.10E-43,PF04715,Anth_synt_I_N  Anthranilate synthase component I  N terminal region,7.90E-21,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063710012.1,,fwd,120843,122453,PF02342,TerD  TerD domain,6.10E-13,PF01844,HNH  HNH endonuclease,8.40E-11,PF14279,HNH_5  HNH endonuclease,3.40E-09,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051163322.1,B,rev,122838,123668,PF00561,Abhydrolase_1  alpha/beta hydrolase fold,2.30E-21,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,2.30E-20,PF12146,Hydrolase_4  Serine aminopeptidase  S33,1.80E-13,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051163324.1,D,rev,123888,124919,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.00E-39,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,3.80E-25,PF07993,NAD_binding_4  Male sterility protein,2.20E-21,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753423.1,,rev,124916,125191,NO PFAM MATCH,,,,,,,,,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753857.1,,rev,125188,126864,PF00501,AMP-binding  AMP-binding enzyme,1.50E-57,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.019,,,,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753424.1,,fwd,127377,128423,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,6.30E-13,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,4.20E-10,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.034,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051163326.1,,fwd,128426,129367,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3.00E-05,PF05268,GP38  Phage tail fibre adhesin Gp38,0.096,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.24,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_085995916.1,,fwd,129563,131683,PF00196,GerE  Bacterial regulatory proteins  luxR family,6.40E-12,PF13424,TPR_12  Tetratricopeptide repeat,1.70E-10,PF07719,TPR_2  Tetratricopeptide repeat,9.50E-07,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753427.1,,fwd,132073,132453,PF03899,ATP-synt_I  ATP synthase I chain,0.00061,PF03176,MMPL  MMPL family,0.013,PF09534,Trp_oprn_chp  Tryptophan-associated transmembrane protein (Trp_oprn_chp),5.2,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753428.1,,fwd,132450,133205,PF00119,ATP-synt_A  ATP synthase A chain,4.20E-49,,,,,,,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753430.1,,fwd,133263,133520,PF00137,ATP-synt_C  ATP synthase subunit C,9.60E-08,,,,,,,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753431.1,,fwd,133527,134036,PF00430,ATP-synt_B  ATP synthase B/B' CF(0),2.30E-27,PF10828,DUF2570  Protein of unknown function (DUF2570),0.00046,PF01741,MscL  Large-conductance mechanosensitive channel  MscL,0.0023,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_051163328.1,,fwd,134033,134608,PF00430,ATP-synt_B  ATP synthase B/B' CF(0),1.10E-17,PF01930,Cas_Cas4  Domain of unknown function DUF83,0.0088,PF05405,Mt_ATP-synt_B  Mitochondrial ATP synthase B chain precursor (ATP-synt_B),0.056,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753433.1,,fwd,134730,135143,PF01152,Bac_globin  Bacterial-like globin,1.50E-30,PF11563,Protoglobin  Protoglobin,0.0039,,,,,,,
WP_040753857.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_040753434.1,,rev,135140,136225,PF01113,DapB_N  Dihydrodipicolinate reductase  N-terminus,1.60E-05,PF01118,Semialdhyde_dh  Semialdehyde dehydrogenase  NAD binding domain,0.024,,,,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518152.1,,fwd,219714,220241,PF10738,Lpp-LpqN  Probable lipoprotein LpqN,8.00E-33,,,,,,,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518154.1,,rev,220324,221202,PF00398,RrnaAD  Ribosomal RNA adenine dimethylase,2.60E-40,PF13649,Methyltransf_25  Methyltransferase domain,0.028,PF02006,DUF137  Protein of unknown function DUF137,0.068,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518156.1,,rev,221590,222750,PF03583,LIP  Secretory lipase,1.20E-10,PF12146,Hydrolase_4  Serine aminopeptidase  S33,2.10E-05,PF12697,Abhydrolase_6  Alpha/beta hydrolase family,4.50E-05,,,,
WP_067518168.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067518157.1,,fwd,222983,223750,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,7.30E-56,PF00106,adh_short  short chain dehydrogenase,1.20E-51,PF08659,KR  KR domain,4.90E-12,,,,
